iter	Logloss
0	0.5716445062
1	0.4914207568
2	0.4396573204
3	0.3972341167
4	0.3292633385
5	0.2740243477
6	0.2352937729
7	0.2055285192
8	0.1827583561
9	0.1547599675
10	0.1318537396
11	0.1131482622
12	0.09754926283
13	0.08689020803
14	0.07568828731
15	0.06630289744
16	0.06120020279
17	0.05408706731
18	0.0497413354
19	0.04432778624
20	0.04040100147
21	0.03631486078
22	0.03278049666
23	0.03053098255
24	0.02866651916
25	0.0261234902
26	0.02449151383
27	0.02246101284
28	0.02074814073
29	0.0191574586
30	0.01773429682
31	0.01675830314
32	0.01559344639
33	0.01494869121
34	0.01419180391
35	0.01371979951
36	0.01286166011
37	0.01230797259
38	0.01169615277
39	0.01114144976
40	0.01055607705
41	0.009978743546
42	0.009451895696
43	0.009151277797
44	0.008690880367
45	0.008402089317
46	0.008130016847
47	0.007749499895
48	0.007396523446
49	0.007205500517
50	0.006924692671
51	0.006730273119
52	0.006603035225
53	0.006330605469
54	0.006078165753
55	0.005842082459
56	0.005620501067
57	0.005493671202
58	0.005363409064
59	0.005203373748
60	0.005020857465
61	0.00486895216
62	0.00471476051
63	0.00460083544
64	0.004452956053
65	0.004382781685
66	0.004255407394
67	0.004125741023
68	0.004002983396
69	0.003886301909
70	0.003835206988
71	0.003736682785
72	0.00363333735
73	0.003535056107
74	0.003493825268
75	0.00343837291
76	0.003349110576
77	0.00329749307
78	0.003239875646
79	0.003205342338
80	0.003175320869
81	0.003097624598
82	0.003068193387
83	0.002994971414
84	0.002924960645
85	0.00288653016
86	0.002829989767
87	0.002806514681
88	0.002769897465
89	0.00272415687
90	0.002683404577
91	0.002645528621
92	0.002588948776
93	0.002558366209
94	0.002510856954
95	0.002491630254
96	0.002448317011
97	0.002399725714
98	0.002352270894
99	0.002306615843
100	0.002262709506
101	0.002229114903
102	0.002201082678
103	0.002178130477
104	0.002151486525
105	0.002114803193
106	0.002077374601
107	0.002040923625
108	0.00202255231
109	0.00198800552
110	0.001954156827
111	0.001923203537
112	0.001902905826
113	0.001875237332
114	0.001855663577
115	0.001839856689
116	0.001825085957
117	0.001812392405
118	0.001802168832
119	0.001773908108
120	0.001752220244
121	0.0017255326
122	0.001711405257
123	0.001696575624
124	0.001671660434
125	0.001649451567
126	0.00162550791
127	0.001602288079
128	0.00159085555
129	0.00156862641
130	0.0015545231
131	0.001542803478
132	0.001521866056
133	0.001501282301
134	0.001487961675
135	0.001473478576
136	0.001455231564
137	0.001438257971
138	0.001419901767
139	0.00140711432
140	0.001389352504
141	0.001379400055
142	0.00136729512
143	0.001353702501
144	0.001341261559
145	0.001332236935
146	0.001321851596
147	0.001310047263
148	0.001300629071
149	0.001290807893
150	0.001281698488
151	0.001271575435
152	0.001260782429
153	0.001253813933
154	0.001239481364
155	0.001229609539
156	0.001222503559
157	0.001215284019
158	0.001206969313
159	0.001200484757
160	0.001191218138
161	0.001181330193
162	0.001172250792
163	0.001166441923
164	0.001160841431
165	0.001152412363
166	0.001143888525
167	0.001138853657
168	0.001130366
169	0.001122922998
170	0.001117716929
171	0.00110943151
172	0.001101553896
173	0.00109357061
174	0.001087457321
175	0.001080583577
176	0.001073391794
177	0.001068233717
178	0.001063695556
179	0.00105671273
180	0.00105187144
181	0.001047529085
182	0.00104272073
183	0.001038994492
184	0.001035372663
185	0.001030512676
186	0.001027306513
187	0.001022259998
188	0.001017998544
189	0.001013801652
190	0.001011480187
191	0.001007371633
192	0.001004299332
193	0.00100141659
194	0.0009981311308
195	0.0009940706807
196	0.0009926942357
197	0.0009884823973
198	0.0009861618992
199	0.0009824273964
200	0.0009792513489
201	0.000975972947
202	0.0009759681827
203	0.0009759407118
204	0.0009759109095
205	0.0009754052286
206	0.0009727250843
207	0.0009690127342
208	0.0009690050302
209	0.0009664463533
210	0.000963573094
211	0.0009603229471
212	0.0009566791211
213	0.0009540844674
214	0.0009505289897
215	0.0009471074564
216	0.0009436755549
217	0.0009437145265
218	0.0009417931719
219	0.0009417931719
220	0.0009387990714
221	0.0009353081091
222	0.000931947664
223	0.0009293078564
224	0.0009293257525
225	0.0009293305168
226	0.0009293020323
227	0.0009278526944
228	0.0009278522889
229	0.0009278569057
230	0.0009278397745
231	0.0009278217309
232	0.0009253261152
233	0.0009232881677
234	0.0009232881677
235	0.0009232958717
236	0.000923249445
237	0.0009232372807
238	0.00092160935
239	0.00092160935
240	0.00092160935
241	0.00092160935
242	0.00092160935
243	0.0009216188786
244	0.0009216880119
245	0.0009216040788
246	0.0009202051763
247	0.0009184700347
248	0.0009184695279
249	0.0009175631192
250	0.0009159787769
251	0.0009136857506
252	0.0009103205422
253	0.0009095642693
254	0.0009095422723
255	0.0009095422723
256	0.0009095422723
257	0.0009095422723
258	0.0009095422723
259	0.0009095422723
260	0.0009095422723
261	0.0009095422723
262	0.0009095422723
263	0.0009095422723
264	0.0009095422723
265	0.0009095422723
266	0.0009095422723
267	0.0009095422723
268	0.0009095422723
269	0.0009095422723
270	0.0009095422723
271	0.0009095422723
272	0.0009095422723
273	0.0009095422723
274	0.0009095422723
275	0.0009095422723
276	0.0009095422723
277	0.0009095422723
278	0.0009095422723
279	0.0009095422723
280	0.0009095422723
281	0.0009095422723
282	0.0009095422723
283	0.0009095422723
284	0.0009095422723
285	0.0009095422723
286	0.0009095422723
287	0.0009095422723
288	0.0009095422723
289	0.0009095422723
290	0.0009095422723
291	0.0009095422723
292	0.0009095422723
293	0.0009095422723
294	0.0009095422723
295	0.0009095422723
296	0.0009095422723
297	0.0009095422723
298	0.0009095422723
299	0.0009095422723
